number,subjID,cond,age,gender,eth,inc,house,edu
257,6mGGovzyvCWsE0HCZWn--Q**,5,29,f,white,5,3,4
102,6mGGovzyvCWSePAIvG0UPw**,6,29,f,white,5,2,2
229,6mGGovzyvCWSffXkn0f49A**,1,33,f,white,5,1,4
473,6mGGovzyvCWSFiTr0j2GrQ**,5,52,f,caucasian,6,2,2
740,6mGGovzyvCWSGkjOPEyu-Q**,8,42,m,white,3,2,3
287,6mGGovzyvCWshlA0V6yVaQ**,0,20,m,White,11,4,2
702,6mGGovzyvCWSJ52NkeDwWg**,7,24,m,Black,5,2,4
16,6mGGovzyvCWsm3vPrWWDhg**,3,57,m,white,5,2,0
781,6mGGovzyvCWSmGTcxreXnA**,2,58,m,white,6,3,2
525,6mGGovzyvCWSOg-ZAUyL2Q**,10,50,m,White,4,2,2
235,6mGGovzyvCWSOsROSxz2Sw**,7,56,f,white,6,4,1
145,6mGGovzyvCWSpVyEjN-aAw**,0,27,f,white,6,2,1
492,6mGGovzyvCWstHXboZ__OQ**,0,40,f,latin,3,5,3
542,6mGGovzyvCWswAu09jcNYQ**,2,35,m,white,7,1,6
637,6mGGovzyvCWsWWlGVpiODg**,2,39,m,White,0,2,2
800,6mGGovzyvCWSXaW99OhJ9A**,9,51,f,white,5,2,1
853,6mGGovzyvCWsy-4dewHz8Q**,1,20,f,asian,5,4,2
925,6mGGovzyvCWsZTHG7DbtYA**,1,49,f,White,4,3,2
243,6mGGovzyvCWt476mBO9zlA**,3,25,f,white/caucasian,3,2,3
711,6mGGovzyvCWTaPhTvvmt2g**,3,57,f,black,7,2,6
127,6mGGovzyvCWtFDgilqa0Qg**,7,54,m,white,11,3,3
147,6mGGovzyvCWtGaKsCnyHRw**,3,0.35,f,white,2,4,1
552,6mGGovzyvCWtGVTJBKllIw**,1,29,f,White,11,2,6
605,6mGGovzyvCWtHdEyLrUKVQ**,5,38,m,Latino,0,5,2
152,6mGGovzyvCWThKb0ZB3j1w**,8,52,m,caucasion,7,3,2
586,6mGGovzyvCWTlfrAXaCwew**,10,54,f,native american,1,1,2
519,6mGGovzyvCWtLqeN-y1HVw**,4,54,f,white,6,3,4
968,6mGGovzyvCWtLYvrkmy8rQ**,8,31,m,white,6,3,4
128,6mGGovzyvCWtPOCWUh2obg**,7,55,f,white,5,1,2
193,6mGGovzyvCWtqawUroIFgw**,0,50,f,WHITE,5,2,4
857,6mGGovzyvCWttnXO7oXVRQ**,6,18,f,Caucasian,6,2,0
188,6mGGovzyvCWU0eyeqw-5rQ**,9,43,m,Black,11,2,2
828,6mGGovzyvCWU6YDmYH4waA**,1,54,m,White,10,1,6
971,6mGGovzyvCWu6Z-7CTHMwQ**,0,53,m,White,4,1,4
230,6mGGovzyvCWU88Mr9-N6Yg**,2,25,m,blk,3,3,1
424,6mGGovzyvCWuAdFolSMM6w**,5,18,m,White,7,4,0
357,6mGGovzyvCWuAJtwXbgEEg**,10,32,m,white,8,4,3
272,6mGGovzyvCWUdfeTOZwASA**,9,47,f,english,,,1
327,6mGGovzyvCWuGiYRjpRong**,3,42,m,White,7,4,0
789,6mGGovzyvCWUnbkY-WIELg**,9,42,m,Caucasian,4,1,4
254,6mGGovzyvCWUoEOOjsFgjw**,2,59,f,white,1,3,2
777,6mGGovzyvCWuQamgB0Po-Q**,10,54,f,white,7,3,3
279,6mGGovzyvCWutwrOtbSWtw**,4,57,m,human,1,1,2
253,6mGGovzyvCWuvM0dzhEbkA**,1,57,f,white,8,2,4
885,6mGGovzyvCWUxHImaLesQA**,10,38,m,WHITE,3,4,2
400,6mGGovzyvCWuzNHFXqjVUw**,5,54,m,black,1,5,1
404,6mGGovzyvCWuZP9hUlfpFg**,9,42,f,white,6,8,1
517,6mGGovzyvCWv2HM5t-4Hfg**,1,33,f,ASIN,7,3,5
739,6mGGovzyvCWV6ZAwT3Mv_Q**,7,21,f,mexican,6,5,2
644,6mGGovzyvCWV6zma83TriQ**,8,37,f,White,5,4,3
354,6mGGovzyvCWv7TBAwS_lfQ**,7,38,m,mixed,11,2,2
763,6mGGovzyvCWveEzF50NuAw**,7,27,m,Hispanic ,10,5,4
941,6mGGovzyvCWVHx9u-ENJyQ**,5,24,m,Asian,3,3,2
431,6mGGovzyvCWvjUbIGmoh3g**,0,48,f,WHITE,4,1,4
274,6mGGovzyvCWvM3Q0cKyiJg**,10,52,m,white,2,2,2
874,6mGGovzyvCWvnSGySBf2EA**,10,32,f,asian,4,3,2
313,6mGGovzyvCWvnxK0Lsb1yg**,1,30,f,Asian,7,3,4
206,6mGGovzyvCWVQn_5VxkMZQ**,1,39,f,black,9,6,1
562,6mGGovzyvCWVqV26vfCtQw**,11,46,m,Caucasian,10,4,6
595,6mGGovzyvCWvqXqSB6Y69g**,8,54,m,White,6,2,6
258,6mGGovzyvCWVr2Q18kLBzg**,7,29,m,Hispanic,10,4,6
128,6mGGovzyvCWVT26R9uu9og**,8,59,f,caucasian,4,2,1
682,6mGGovzyvCWvUbILbdnbFQ**,11,40,m,Black,10,2,2
127,6mGGovzyvCWVVt6rUl04oQ**,8,46,m,white,7,3,4
755,6mGGovzyvCWVvx0PslX-Dg**,0,38,m,White,10,2,6
788,6mGGovzyvCWVwDigia3iOA**,8,56,m,white,10,1,4
373,6mGGovzyvCWvxe_PtOSRdA**,2,22,m,White,0,1,1
752,6mGGovzyvCW-vzFLD8EwAg**,9,49,m,white,10,3,3
138,6mGGovzyvCWw1F80qlst3w**,5,39,f,white,1,4,2
783,6mGGovzyvCWW8-zo47ahQw**,4,46,f,white,2,4,1
793,6mGGovzyvCWwAmZSic1wHA**,2,33,m,white,10,2,4
82,6mGGovzyvCWWEd4QFAgrUA**,9,39,f,Hispanic ,5,5,1
280,6mGGovzyvCW-wF_vxQsE9A**,5,29,f,Englewood,5,2,2
338,6mGGovzyvCWwHD3M0VRrTA**,3,52,m,White,1,1,4
919,6mGGovzyvCWWhr7ZhqWfog**,7,28,m,w,2,3,0
422,6mGGovzyvCWwHSP4ghq2Eg**,3,41,f,white,3,2,4
361,6mGGovzyvCWWiQ8RqZR5wQ**,1,53,m,white,4,2,2
226,6mGGovzyvCWwJ4q06plANA**,11,30,m,white,10,2,1
380,6mGGovzyvCWwkkOyq-Ns0A**,9,33,f,white,3,3,3
684,6mGGovzyvCWwm9ijoYpChw**,1,22,m,black,7,3,3
951,6mGGovzyvCWWmHaL4Ugv1A**,4,48,m,white,4,1,4
628,6mGGovzyvCWWoOIJYUCrfw**,4,30,f,Hispanic,0,2,2
456,6mGGovzyvCWwrghklg8n2w**,0,58,f,caucasian,4,2,2
364,6mGGovzyvCWWY5aMhM7HTA**,5,21,f,Puerto Rican/ African American,10,4,3
179,6mGGovzyvCWwZ78niEQshQ**,0,35,m,white,3,4,1
912,6mGGovzyvCWx_R8f6NHByw**,0,31,m,Irish and Filipino,4,3,5
224,6mGGovzyvCWX1_njdnw2MQ**,8,18,f,White,7,3,0
749,6mGGovzyvCWX8GvExc2CcA**,5,39,f,black,0,3,2
712,6mGGovzyvCWXcWkZW6vhzA**,4,34,m,caucasian,3,1,1
389,6mGGovzyvCWxDwG3U_EXSw**,5,58,f,hispanic,10,2,6
906,6mGGovzyvCWxIudHwZVqgg**,7,39,f,white,4,3,1
606,6mGGovzyvCWXNZjBpmF1lA**,6,20,f,caucasion,8,6,3
20,6mGGovzyvCWXPlfzigAQDw**,7,59,f,WHITE,10,2,6
136,6mGGovzyvCWxslHQULSHKw**,3,52,m,mixed,4,2,2
109,6mGGovzyvCWXssyeLwRlfw**,1,36,f,White,6,5,3
625,6mGGovzyvCWXuLRY1AjuCg**,1,41,f,white,4,2,4
954,6mGGovzyvCWxVxmYquxM7Q**,7,53,m,African/American,6,4,2
123,6mGGovzyvCWXWOe40WAciA**,3,59,f,white,3,4,2
451,6mGGovzyvCWxYBKI17Emzw**,7,22,f,white,3,3,2
165,6mGGovzyvCWxz4TiyI50pA**,9,34,f,white,5,4,3
496,6mGGovzyvCWY2Iue7ADCUQ**,4,30,m,caucasian,3,3,4
917,6mGGovzyvCWY34Q0DRaBgA**,5,29,f,White,10,3,1
887,6mGGovzyvCWyBvdy43KkFg**,11,21,f,white,9,5,2
529,6mGGovzyvCWYc1dSJ8niIg**,2,32,m,Asian,1,2,6
546,6mGGovzyvCWyDWgenGV_zA**,7,50,m,caucasion,7,2,2
557,6mGGovzyvCWYDXYogz8Gcg**,5,37,m,White,8,5,3
115,6mGGovzyvCWYHESH661Kmg**,6,37,m,white,11,3,6
345,6mGGovzyvCWyIr9nd_5S8w**,10,38,m,AFRICAN AMERICAN,1,2,0
194,6mGGovzyvCWynjkfMa0cSg**,3,36,f,White,11,6,4
467,6mGGovzyvCWyupJPkwenoA**,11,23,f,white,1,2,1
700,6mGGovzyvCWZ7sOKzOis5Q**,4,34,f,white,2,1,3
344,6mGGovzyvCWZDOx885FaSQ**,9,46,m,white,10,3,3
166,6mGGovzyvCWZEpsqepmcQg**,9,39,f,white,3,4,3
725,6mGGovzyvCWzg5x9ZLpPNQ**,6,59,m,white,10,2,4
436,6mGGovzyvCWZHKFXLjv4Fw**,4,23,f,black,1,2,1
28,6mGGovzyvCWZonhVZ5Z0yw**,3,19,f,white/american,1,2,1
377,6mGGovzyvCWZTTdoHTY97Q**,5,22,m,White,2,6,2
184,6mGGovzyvCWzxkJtv744yA**,4,31,m,White,9,2,4
198,6mGGovzyvCWzyvawS4AVBw**,7,34,m,aa,0,4,2
841,6mGGovzyvCWzZiX532ZcxQ**,2,25,m,WHITE,10,7,6
404,6mGGovzyvCX_Cr63Pz8pDA**,9,22,m,Caucasian,7,5,4
213,6mGGovzyvCX_ejyFwaeu9w**,10,41,m,Caucasian,10,4,4
692,6mGGovzyvCX_gDLwDF3jEg**,8,42,f,White,6,2,6
320,6mGGovzyvCX_hTpHR-BFZA**,9,32,m,white,4,3,2
159,6mGGovzyvCX_P0OuNZmnpQ**,2,49,f,white,4,2,2
386,6mGGovzyvCX_Q39CjOgugg**,3,20,m,mexican,0,2,2
717,6mGGovzyvCX_Tt9oTN2c4Q**,10,35,m,Black,1,1,1
478,6mGGovzyvCX_WlyVMmJqYQ**,10,20,f,hispanic,2,3,2
49,6mGGovzyvCX_ZSxuqZjXJg**,0,42,m,White,9,5,3
509,6mGGovzyvCX00l2cQoa6OA**,6,59,m,german dutch,10,2,6
945,6mGGovzyvCX02tjr77b5JQ**,10,29,m,white,7,6,1
330,6mGGovzyvCX05OvffT_xnw**,7,35,m,White,5,4,2
679,6mGGovzyvCX1AeBIkLFnvQ**,7,36,m,White,3,3,2
976,6mGGovzyvCX1fPWzZc2rVA**,4,18,f,White,2,3,1
707,6mGGovzyvCX1kX4bB13yMw**,11,57,f,hispanic,10,2,6
124,6mGGovzyvCX1LdRoJ65Bug**,3,49,f,white,3,4,3
824,6mGGovzyvCX1pvnaa4OmTQ**,8,59,m,white,10,3,6
190,6mGGovzyvCX1vJTHJl4Lmw**,11,25,m,AA,3,1,3
911,6mGGovzyvCX2_C81SeuHlQ**,11,31,f,White,10,6,4
805,6mGGovzyvCX27FpIBfTy7w**,2,38,f,white,2,2,1
898,6mGGovzyvCX2ApRmKCyLQA**,11,53,f,white,11,2,4
389,6mGGovzyvCX2Ev-f40uKdg**,6,20,m,white/hispanic,2,3,1
540,6mGGovzyvCX2FlPzUUDKwg**,0,44,m,white,0,1,0
277,6mGGovzyvCX2hETrISUsCA**,2,59,f,white,2,1,6
279,6mGGovzyvCX2T83-X2aJuQ**,3,38,m,White,0,1,1
571,6mGGovzyvCX2VTdyDoH58g**,7,58,f,White,1,1,3
248,6mGGovzyvCX2WLXhv7REZw**,8,33,f,thai,8,5,4
454,6mGGovzyvCX2wtwkbnXaRA**,10,37,f,White,3,2,2
671,6mGGovzyvCX2ybb4OdZr2w**,11,49,m,White,4,2,6
335,6mGGovzyvCX2YsPcLpUaNQ**,0,44,m,white,10,3,6
281,6mGGovzyvCX32q95DsucRA**,5,52,f,causican,7,2,1
237,6mGGovzyvCX-3bletr_i0A**,9,35,f,Asian,6,4,5
499,6mGGovzyvCX3qvPThIKwrg**,8,57,f,white,5,2,2
118,6mGGovzyvCX3Senrgc4NvA**,9,24,f,Human ,6,4,1
412,6mGGovzyvCX3TeOiDqopkw**,4,58,m,White,0,2,1
123,6mGGovzyvCX46yPT6XC40Q**,2,58,f,white,7,2,1
531,6mGGovzyvCX4amqTo6xSFQ**,4,27,f,black,1,4,1
125,6mGGovzyvCX4eOkqG4F1Ww**,4,50,m,BLACK,2,1,2
192,6mGGovzyvCX4ibT4JS_KRQ**,1,35,m,asian american,0,1,3
272,6mGGovzyvCX4sfM_vMg-Vg**,8,26,f,white,10,3,4
75,6mGGovzyvCX4UHy9_WARJA**,2,27,f,Asian,9,1,6
568,6mGGovzyvCX4vDwwuY4_zQ**,5,43,m,m,3,2,1
158,6mGGovzyvCX4W_uPqu4Xgw**,3,44,m,White,11,4,6
581,6mGGovzyvCX5fnpUFdsL5Q**,6,54,m,caucasion,8,3,5
363,6mGGovzyvCX5hNXX297XzQ**,4,34,f,White,7,4,4
155,6mGGovzyvCX5IJQin3eEog**,0,41,m,white,10,3,4
514,6mGGovzyvCX5In9QuEa1UQ**,10,47,m,Hispanic,11,4,4
568,6mGGovzyvCX5ki7rEaDlXQ**,4,55,f,White,11,4,6
442,6mGGovzyvCX5Q0TfTCsZYA**,10,42,m,White,8,4,2
521,6mGGovzyvCX5SvfVCpSJEg**,6,36,m,white,3,2,2
217,6mGGovzyvCX5uFZWezhAmQ**,2,19,m,White,1,1,0
671,6mGGovzyvCX5YNYtr0UtNQ**,0,28,f,White,2,3,4
937,6mGGovzyvCX65ApzCdy9lg**,1,37,m,asian,8,3,4
928,6mGGovzyvCX68U-pggbm0w**,5,52,m,white,10,3,6
577,6mGGovzyvCX6BV_E2qKI8A**,1,52,f,white,4,2,2
307,6mGGovzyvCX6CZ5vATp5cg**,8,27,m,white,0,1,1
980,6mGGovzyvCX6qAMddqh7ng**,9,44,m,w,11,1,6
611,6mGGovzyvCX6qhclmlZ6Ew**,11,54,f,White,4,2,2
867,6mGGovzyvCX6Teb-DYzsUg**,4,53,f,white,10,2,6
878,6mGGovzyvCX6tv3bdsf4PQ**,3,33,f,hispanic,2,4,1
366,6mGGovzyvCX6w569VK-07w**,7,33,m,white,11,3,6
889,6mGGovzyvCX73VAkZ7w9bQ**,2,57,f,White,11,2,3
974,6mGGovzyvCX7JIM7Bw2V0A**,2,38,f,caucasian,11,5,4
765,6mGGovzyvCX7SHWWHsNTRQ**,10,47,f,White,10,5,5
309,6mGGovzyvCX7yWL3di-BxQ**,9,44,m,White,11,4,4
235,6mGGovzyvCX84F5y6uAoVA**,7,44,f,Asian,4,3,4
547,6mGGovzyvCX86qOcv4CvIw**,8,50,f,black,7,3,2
652,6mGGovzyvCX8AioSt4xt6w**,5,51,f,caucasian,9,5,4
593,6mGGovzyvCX8AROQK6_P_g**,6,50,f,caucasian,10,5,2
688,6mGGovzyvCX8Eqv4CSBknw**,4,56,f,WHITE,0,1,2
832,6mGGovzyvCX8iXQ-IQKwXw**,5,37,f,w,10,5,5
374,6mGGovzyvCX8NCkJdkmDsA**,3,23,m,Caucasian,0,2,2
313,6mGGovzyvCX8oACm0ewiQw**,2,26,m,Caucasian,0,4,6
971,6mGGovzyvCX8RhQu6YCNxQ**,11,21,m,african american,0,2,1
527,6mGGovzyvCX8tvb1X5_2vg**,11,30,m,White,7,4,4
541,6mGGovzyvCX8z-BcXxHVPA**,1,26,m,white,0,1,1
309,6mGGovzyvCX9382WnKvKAg**,10,39,m,White,5,2,4
601,6mGGovzyvCX98-1XW6ogzg**,2,42,f,hispanic,3,6,3
947,6mGGovzyvCX-9fzM5XKM3g**,0,59,m,White,10,1,6
583,6mGGovzyvCX9zi8XHGNNNg**,7,59,m,white,0,1,1
324,6mGGovzyvCX9zOuzVuKtuQ**,1,22,m,White,10,4,4
196,6mGGovzyvCXA74BYjR5u8g**,4,29,m,white,5,1,4
770,6mGGovzyvCXA816XcLukbw**,2,26,f,other,9,5,6
995,6mGGovzyvCXac0rBtU1v8A**,0,44,m,Asian,11,2,6
202,6mGGovzyvCXack775vL3tA**,9,20,m,White,0,1,2
145,6mGGovzyvCXaD_gxzkoBlg**,1,43,f,Asian,6,6,2
826,6mGGovzyvCXagBQrd6VgRg**,10,38,f,Caucasian,9,3,6
787,6mGGovzyvCXA-hYkfiF-KQ**,7,56,f,white,6,3,2
545,6mGGovzyvCXaiwcSaqeGpA**,5,20,m,caucasian,2,1,1
62,6mGGovzyvCXaYrAKKCmyIQ**,1,20,m,white,2,3,1
715,6mGGovzyvCXAZlbjwVowcQ**,7,59,m,white,1,2,2
986,6mGGovzyvCXAznzvX81K-A**,3,40,m,white,7,3,4
894,6mGGovzyvCXb_KT8BGMWqQ**,7,59,f,caucasian,1,2,3
407,6mGGovzyvCXB2YWIRqSDkA**,11,51,m,w,5,1,4
834,6mGGovzyvCXB8ChQAP4QkQ**,6,44,m,Black,10,3,5
633,6mGGovzyvCXb9FDC04kKfg**,9,45,m,white,2,3,2
170,6mGGovzyvCXBbDdeSbJTzw**,2,27,m,Mixed,10,1,4
14,6mGGovzyvCXBbIhziWRl_g**,1,37,f,white,7,3,3
616,6mGGovzyvCXbdxFDAoPchQ**,4,42,f,white,5,3,2
817,6mGGovzyvCXbgAlztdjv8w**,2,26,f,CAUCASIAN,0,1,2
334,6mGGovzyvCXBL3eg7GHTtQ**,11,22,m,White/Hispanic,1,2,1
310,6mGGovzyvCXblM3txjoZGA**,10,48,f,White,4,3,1
977,6mGGovzyvCXBNYp_fTRAog**,5,31,m,White,6,2,4
672,6mGGovzyvCXBOn5Z2Enb8w**,1,58,f,white,3,1,1
533,6mGGovzyvCXBPzcGDIgkhA**,6,23,f,white,3,4,4
903,6mGGovzyvCXb-SaBSkWgdw**,3,32,m,Black,4,1,2
218,6mGGovzyvCXbtLNSRrZxKQ**,1,53,m,white,2,2,1
786,6mGGovzyvCXbvXXnFAYBnA**,7,49,m,white,3,1,1
259,6mGGovzyvCXbZGs-d1NMBg**,8,40,m,white,9,4,6
637,6mGGovzyvCXC1XF7-5bJuQ**,1,55,m,white,2,,2
884,6mGGovzyvCXc3-GwJvuyIw**,8,44,f,White,7,3,3
959,6mGGovzyvCXC4zo_G2BrYw**,11,27,m,hispanic,0,4,4
249,6mGGovzyvCXCbQXVp3a-lA**,10,43,f,white,10,5,4
874,6mGGovzyvCXCBrDtd7hTLQ**,11,57,m,white,1,2,1
828,6mGGovzyvCXcFh942XFZZw**,0,53,f,Caucasian,5,1,4
467,6mGGovzyvCXcgqOUQpk5ZQ**,0,47,f,white,3,3,6
233,6mGGovzyvCXcLOMeoU4dkQ**,5,57,m,Caucasian,10,2,6
512,6mGGovzyvCXcLSqHq_Mw8Q**,9,48,f,White,10,3,6
415,6mGGovzyvCXCMfA6Ri8rcg**,8,52,f,White,6,3,2
446,6mGGovzyvCXcnjNPdmHoSA**,3,35,f,Black,11,3,6
904,6mGGovzyvCXCQ07Bd-mXqA**,5,58,f,Asian,6,2,6
806,6mGGovzyvCXcQEgU4WJJzQ**,3,41,m,White,6,1,6
569,6mGGovzyvCXCRC0JpWYG0w**,5,58,f,white,5,2,1
530,6mGGovzyvCXcRpQQkXOGwg**,2,34,m,White,0,1,4
215,6mGGovzyvCXCVyING0X9xg**,10,52,f,Caucasian,5,1,6
58,6mGGovzyvCXcXBuEWhslCA**,9,32,f,hispanic,5,5,2
343,6mGGovzyvCXd1UMkhAI7-g**,7,49,f,greek/arab,3,4,1
697,6mGGovzyvCXD6Gh2FqLIhg**,1,48,f,white,2,5,1
870,6mGGovzyvCXd84c4-OgAfw**,6,20,f,Caucasian,4,3,3
118,6mGGovzyvCXda0wyYN_k9g**,11,43,m,White,11,4,5
131,6mGGovzyvCXdaS9tsHudcw**,11,51,f,whie,9,4,2
559,6mGGovzyvCXdbjTbsTg5qQ**,8,18,m,Caucasian ,10,4,2
281,6mGGovzyvCXDBO14mL5pbQ**,6,59,f,white,8,2,3
994,6mGGovzyvCXDeK8uxTHrBg**,11,48,m,white,3,5,2
131,6mGGovzyvCXdfOnLHivWpg**,10,33,f,White,3,6,3
314,6mGGovzyvCXDGGxiRcsdbA**,3,54,f,white,2,1,1
164,6mGGovzyvCXDGkUqXI-31w**,8,35,f,white,7,4,4
181,6mGGovzyvCXdJEsW080Ujw**,2,41,m,white,4,1,4
402,6mGGovzyvCXdLStTvo1uSg**,7,50,f,White,2,5,3
41,6mGGovzyvCXdOwRPeJXvuw**,4,21,m,White,1,2,3
263,6mGGovzyvCXDqSB9UKBCvQ**,11,49,f,White,2,4,3
245,6mGGovzyvCX-DSaCW03w6w**,6,27,m,Latino,3,3,4
886,6mGGovzyvCXdtSw1cUB5cw**,10,42,f,white,2,2,1
412,6mGGovzyvCXdWGVMhfB8xQ**,5,52,f,caucasian,6,2,3
869,6mGGovzyvCXDXjSj5Ptgdw**,6,23,f,white,0,3,1
292,6mGGovzyvCXdXNWbCDF8yA**,5,58,f,white,8,2,1
342,6mGGovzyvCXdyF-SFrumuA**,6,53,f,white,5,2,4
351,6mGGovzyvCXe08hD97kzmw**,4,41,m,white,4,7,4
214,6mGGovzyvCXE3RLWhEKhWg**,11,26,m,Caucasian,10,4,4
81,6mGGovzyvCXECr60a2IDtA**,8,35,m,WHITE,3,3,1
515,6mGGovzyvCXECRC2rJhv7Q**,11,57,m,white,11,4,3
472,6mGGovzyvCXeDK_bayTqpg**,4,62,m,White,5,,6
411,6mGGovzyvCXEE9RfmCo5bg**,3,33,f,white,10,5,5
538,6mGGovzyvCXEgqcU3ebbQA**,11,47,m,Asian/Filipino,1,2,2
202,6mGGovzyvCXELjJe2vtBXQ**,11,36,m,w,0,1,1
907,6mGGovzyvCXELvtAvU2A2A**,7,21,f,White,0,1,2
359,6mGGovzyvCXErmEzJfFMbQ**,0,19,f,Caucasian,4,4,2
699,6mGGovzyvCXeRPer_3kCNA**,3,45,m,White,2,1,2
774,6mGGovzyvCXETOu6za86dg**,6,21,m,mixed,3,4,2
288,6mGGovzyvCXeUP8KW0qwJg**,1,22,f,WHITE/MIXED/NON-LATINO,2,2,2
347,6mGGovzyvCXEwNjShu6v6w**,0,23,m,White,11,4,6
534,6mGGovzyvCXeXUiZ8xNEmQ**,7,52,f,Caucasian,3,3,4
448,6mGGovzyvCXEYSqHIrOwOA**,5,31,f,White,7,1,6
127,6mGGovzyvCXf_seFUpWrUQ**,6,23,f,white/hispanic,3,5,3
731,6mGGovzyvCXF2rdDiRZ2kQ**,0,45,f,White,11,3,6
486,6mGGovzyvCXFaI6cKiYlaQ**,7,50,m,BLACK,8,7,4
535,6mGGovzyvCXfaIBfU6bDWg**,8,21,f,White,3,2,2
301,6mGGovzyvCXfcaHqquSW2g**,1,52,f,whitte,3,5,1
136,6mGGovzyvCXfd6sGpoVD2Q**,4,46,m,White,6,4,2
575,6mGGovzyvCXfe8bQOGSKgw**,0,38,f,white,1,4,1
544,6mGGovzyvCXFgVjC-ZOaQA**,5,38,f,white-caucasian,1,3,2
198,6mGGovzyvCXfIj3jlxvFgA**,6,59,f,white,3,2,2
940,6mGGovzyvCXfMkgjWQVocA**,5,56,m,caucasian,10,2,4
56,6mGGovzyvCXfp35V9BrzfQ**,7,19,f,White/Hispanic,0,1,2
803,6mGGovzyvCX-FROWbbj0pw**,11,33,f,CAUSIAN,4,2,2
130,6mGGovzyvCXFsy06VPObTw**,9,57,m,White,6,2,2
326,6mGGovzyvCXFTWl9ZB-uPA**,2,22,m,White,1,2,0
960,6mGGovzyvCXfu9movoLVZw**,1,23,m,White,10,1,6
440,6mGGovzyvCXFUYIsqWXdDA**,8,27,m,Black,6,6,4
346,6mGGovzyvCXfVshl0Sz9tw**,10,35,f,white,5,4,2
274,6mGGovzyvCXfxtYrUV6Q-A**,11,43,m,Chinese,10,1,6
690,6mGGovzyvCXg1gobmkIwVw**,6,54,f,White,3,1,1
256,6mGGovzyvCXgC2sJ0kQ_vA**,4,30,f,white,2,3,0
898,6mGGovzyvCXgdUGW5Q6U2A**,10,44,f,white,0,2,3
669,6mGGovzyvCXGejirBZw8EQ**,9,56,f,white,2,4,2
167,6mGGovzyvCXgGqNL-YhJhQ**,11,23,f,Hispanic,2,4,2
802,6mGGovzyvCXGjmcwgzrxGw**,11,54,f,white,5,6,2
115,6mGGovzyvCXGL10sj0FeQA**,8,28,m,Caucasian,0,4,2
322,6mGGovzyvCXgp8cXRiaj-Q**,11,24,m,haitian,0,3,1
492,6mGGovzyvCXgtlcDiadFeg**,1,35,f,AA,2,1,5
505,6mGGovzyvCXgzGoeVXUp8Q**,1,53,m,white,0,1,6
231,6mGGovzyvCXh5iUJTTa3Ag**,4,22,m,Hispanic,1,4,2
282,6mGGovzyvCXH7lmknacG9g**,7,51,f,MULTI-RACIAL,11,3,4
139,6mGGovzyvCXh8XPxWEm5JA**,6,57,m,white,11,4,6
47,6mGGovzyvCXHBJds455aSw**,10,30,f,black and korean,2,3,2
462,6mGGovzyvCXhe-lRpzvo5g**,7,55,f,white,0,2,2
308,6mGGovzyvCXHI9K1-11mcg**,9,23,m,Asian,11,3,1
208,6mGGovzyvCXhivzvnJq9qg**,4,30,m,caucasian,10,2,4
783,6mGGovzyvCXhixZI937OOg**,3,46,m,white,10,2,4
390,6mGGovzyvCXhJ4lLS7BZ7w**,7,40,m,white,1,1,1
353,6mGGovzyvCXhJmCIGduaKA**,6,58,m,WHITE,6,1,3
151,6mGGovzyvCXhMbwZyN6gPQ**,7,43,f,hispana,0,3,1
625,6mGGovzyvCXHPlJ2mD-4JA**,2,51,m,White,0,1,1
590,6mGGovzyvCXhQBQpPBBGkw**,2,42,f,White,3,1,2
8,6mGGovzyvCXhrlm4WTnfjA**,7,31,m,Asian,4,3,2
201,6mGGovzyvCXhTMRSK2EfZg**,10,23,m,white,0,1,1
743,6mGGovzyvCXh-uSzMBFSVA**,0,36,f,White,8,4,5
418,6mGGovzyvCXHwi3C-XFKMw**,11,21,f,white,5,2,1
316,6mGGovzyvCXhy98OxJ8uCw**,5,29,f,White,11,2,6
501,6mGGovzyvCXHYP5lawmD4A**,10,55,m,caucasian,10,2,5
615,6mGGovzyvCXhYrZy2U66yA**,4,47,m,White,11,2,6
400,6mGGovzyvCXI291fsdvhZQ**,4,53,f,caucasion,5,3,1
406,6mGGovzyvCX-I5TP3m2gtw**,11,23,m,Hispanic,1,2,2
517,6mGGovzyvCXI5usrr2B57w**,2,40,f,asian,6,3,2
144,6mGGovzyvCXI9oQa0aJ_rQ**,0,26,m,White,3,4,2
211,6mGGovzyvCXIbrGN1OO2Lw**,7,18,f,white,9,3,1
337,6mGGovzyvCXic1ZcuPiyAg**,2,24,m,black,3,5,1
834,6mGGovzyvCXIi_KIIYodzQ**,7,37,m,White,10,3,5
171,6mGGovzyvCXiKvk3bl2LOA**,2,20,m,white,7,5,1
704,6mGGovzyvCXITnXfpeIVKg**,9,28,f,asian,10,3,6
460,6mGGovzyvCXIv9nFWWq2GQ**,5,25,f,Mixed race,5,4,1
895,6mGGovzyvCXiVhPmLez-Qw**,7,41,m,white,2,1,0
843,6mGGovzyvCXIV-YTuhZlfg**,4,56,f,caucasian,11,2,6
159,6mGGovzyvCXiy8N7hdJ4YQ**,4,35,m,White,10,3,3
175,6mGGovzyvCXIyV7DNpJNPw**,8,40,m,White,2,3,1
317,6mGGovzyvCXJ_YfHD8uahg**,6,43,m,white,10,4,6
263,6mGGovzyvCXJJPH6dvTEVQ**,0,41,m,Caucasian,10,1,4
853,6mGGovzyvCXjLSljo8dbEg**,2,44,m,white,11,1,6
470,6mGGovzyvCXJNXOLAoU-pQ**,2,52,m,Caucasian,4,1,2
